0,2138792,436372,1033686,1213534,2632859,1098456,2473505,2585038,1268902,1335346,2037849,2845523,2138453,1856501,542662,2007293,645285,2869426,237471,1999095,2069511,2436121,1289414,2502695,1692004,756080,869279,859324,770048,2175862,1075175,1856529,658795,1967160,907099,2750922,2846331,601232,970632,2500711,2335398,3190365,528314,2645828,252665,1901457,1855811,2518343,1956227,1272085,2897417,1417014,2385864,1652316,1392552,2027203,1458510,781712,2503826,853025,859538,2287432,2129401,1119552,3284394,2242082,2427691,1456062,2376113,887324,2527569,2746320,673860,3036986,2458470,2049675,2384718,383223,844999,1491275,808506,979966,3312125,2082850,762722,765437,722336,2105011,784292,2146148,1786710,1919950,896883,1999549,2510704,2785637,651913,1010657,1623422,1689062,640231,1741486,2018390,925533,1478862,516486,2185194,2821509,1169815,1998946,2258081,1791387,2403614,1847415,1470031,1758481,2446658,1309598,2307376,1780164,1807861,123180,2689462,680237,459245,1795039,792449,1319572,2283669,263846,1488018,784490,2153592,2938434,304415,1853920,2574743,2039774,1801568,2882226,543408,2355175,3018229,2375343,2774461,1871868,2135260,1581560,1087169
2138792,0,2571726,1411718,1568259,1869651,3134147,382760,2301766,1413770,2900210,2154483,1898828,1688142,506680,1705380,1374201,1900300,1889352,2205695,1268930,512990,2403651,1089388,1594703,2645902,2046575,1269517,2747019,2611381,3713041,2572164,3572170,2167357,2989469,1798429,2193726,2687380,1767444,1247828,1399966,272520,2424849,1646768,1881883,1924384,440453,2811060,1698624,1157782,886585,2340319,787644,3735946,542806,746451,3637093,2965730,2657617,729006,1819185,1331659,2348329,1209310,1831549,2561481,3082180,1337836,2373285,2981785,1365100,1385840,2642514,2322992,2815636,2761159,2223927,3777431,1804941,1424842,889725,1619017,1904075,2799562,1603270,2899165,2794115,1629575,2604831,1625362,3505584,372592,2443280,2639664,675415,475173,1710536,2732328,2130051,904093,562834,1666899,2383772,2306570,2677187,2237358,1753426,2299980,2693718,2208365,2382813,255863,711766,467422,527619,3255714,1305257,3700816,2308730,3853837,2198998,936706,2239705,2978854,2792083,1824969,692707,1825402,1025919,3577144,1969594,3282521,1377702,897461,2597647,2430549,3403144,2025493,1338773,863918,2187221,2611894,3531713,2163714,2894996,1911222,346114,2819947,587614,1415124
436372,2571726,0,1437540,1510951,2918803,716267,2901040,2795707,1596747,1187076,2225548,3145143,2418708,2291914,919942,2329543,904782,3172465,414446,2335438,2503922,2611722,1713412,2817897,1714358,1020878,1302788,629048,608013,1947088,1020271,1581373,780244,1930053,1166219,2996868,3014819,984509,1377574,2840509,2762711,3445489,960509,2931017,654237,2337447,1853511,2820334,2306147,1708360,3134147,1836459,2206863,2076514,1826225,1781731,1315215,706850,2909034,1111349,1293241,2458398,2476147,1352296,3528347,2229141,2770934,1534000,2412994,1281978,2870596,2911021,806422,3205486,2560686,2223621,2191906,782521,1232502,1920529,1197764,1196664,3519222,2373819,327444,543553,1121849,2196730,1122158,1981415,2216068,2029427,758828,2398597,2947058,3105896,283773,1143823,2010417,2108184,1000296,1846750,2171083,772279,1600602,922712,2355826,2985636,1279566,2131949,2694233,2222026,2822565,2261103,1196424,2087879,2294130,1394500,2067373,1936439,2184553,332717,2775751,348717,855767,2196811,1056946,1747145,2130137,661703,1208274,1205331,2534126,3135021,208566,1645448,2831756,2367714,2186302,3142223,236243,2233256,3295464,2433834,3066153,2297390,2175938,2017707,1433189
1033686,1411718,1437540,0,1460580,2638940,2131032,1792231,2813309,1396895,2263846,2385802,2786441,2222356,981128,959072,1969348,1259620,2796599,1219835,1908656,1159108,2765554,333757,2422590,2393334,644521,585962,1869325,1760093,3132925,1951658,2853821,1463726,2725136,1381023,2867612,3156534,457385,878543,2327213,1667691,3245856,544433,2653064,952469,1042832,2575154,2482946,1817541,601646,3027819,998061,3290726,1117344,783975,3000964,2373678,1293737,2003209,1354639,352090,2643328,1975503,1566489,3366338,2944669,2248504,2106918,2988807,928397,2338043,3073287,943089,3333381,2944137,2427614,3303520,912673,953673,556933,249366,1511673,3493846,2140917,1740032,1478014,315692,2644664,1123662,3044847,1160860,2447889,1859955,1601471,1658070,2658867,1682997,1676595,1376113,1197570,1020388,2301411,2447020,1894314,2052557,518213,2553596,3143882,1829044,2470914,1436410,848172,1810489,1371136,2474757,1741439,3321059,1976477,3270717,2235454,1573050,1156825,3188371,1542476,582146,1416652,1312069,391914,3165209,778841,2495346,740601,1838470,3172761,1244198,2803841,2676074,1975087,1525194,2946390,1576975,3197800,3018468,2950355,2748264,1279634,2761722,835330,1225442
1213534,1568259,1510951,1460580,0,1420225,1811530,1762197,1413740,156034,1369455,930428,1638280,924938,1599478,699068,821184,606351,1664204,1102542,838171,1804446,1320819,1436695,1306946,1096268,1713353,875297,1374623,1242903,2148730,1060784,2040770,797605,1446003,355390,1546276,1723855,1368193,591371,1340026,1636357,1979816,1098962,1433061,973420,1601160,1271259,1311961,830121,1105827,1697357,833250,2170335,1040882,1049403,2082253,1418100,1988628,1584780,406730,1109415,1190005,989312,273013,2077981,1589697,1274537,812163,1570074,533197,1372879,1633630,1800927,1908329,1486122,968398,2210071,861847,517006,1490533,1426892,392397,2132029,870544,1790621,1971515,1346973,1206081,440041,1937915,1215891,1013089,1211704,1086982,2039614,1595139,1526760,600077,699254,1005882,593264,894206,987222,1245438,692123,1261202,1096855,1706664,646696,1017121,1792027,1677139,1600837,1072330,1764864,588493,2143308,740471,2288768,784471,794933,1236273,1730228,1843034,1286232,933078,455963,1409400,2013791,1258079,1793094,727948,1126644,1775430,1488013,1845471,1365662,862355,830946,1670954,1419909,1981064,1804769,1515590,1563601,1222561,1361840,1271081,238489
2632859,1869651,2918803,2638940,1420225,0,3099074,1754279,580557,1373691,2429258,919033,251305,500194,2241182,2105804,671862,2017839,289571,2517581,731788,2350912,830668,2468013,276558,1778055,3055825,2103154,2664497,2550591,2920110,2226738,3002438,2161057,1991152,1753143,340955,916032,2699245,1823725,494620,1714883,607763,2441292,14125,2389147,2198992,1845527,172282,831003,2085221,473216,1665390,2760910,1656029,1925810,2937747,2409853,3403106,1291619,1808292,2330449,893175,698664,1572064,733185,1889957,540342,1676840,1641606,1839010,523834,914447,3190893,993872,1277225,977452,2830415,2271200,1854462,2398848,2696196,1729590,931284,550011,3178171,3391628,2637450,1366850,1851384,2604956,1741550,1337164,2471073,1220054,2256548,355893,2896565,1843787,1273914,1565290,2001492,1432670,1094774,2496045,1524166,2607614,931166,937691,1771048,1196943,2116096,2418052,1526670,1446049,2860794,914096,2650240,1741125,3034252,1210500,1092894,2655786,1403882,3257472,2647869,1316237,1864425,2414451,2595633,2655211,2888407,2025090,974492,761574,2907484,2714330,242954,663907,1156704,323388,2800885,2462054,389363,1523090,153097,1644856,1618610,2032948,1565813
1098456,3134147,716267,2131032,1811530,3099074,0,3429352,2842858,1939307,828536,2268813,3343882,2612306,2918920,1428901,2607888,1267426,3377129,949012,2641419,3137247,2607662,2383499,3059749,1539529,1735055,1898005,440160,568684,1351173,888446,943712,1021981,1630492,1463300,3098576,2977696,1687193,1889633,3132288,3292051,3548137,1618894,3109343,1241589,2957185,1619611,3035837,2641325,2318278,3213382,2358410,1666262,2607110,2406938,1172253,932500,1308810,3357635,1419149,1941535,2456045,2796885,1574352,3607420,1940779,3072536,1479367,2191022,1775877,3168229,2872186,1499001,3160347,2435836,2243659,1632811,1344091,1717630,2578108,1899267,1425838,3531003,2589954,524387,1062091,1817390,2081605,1541299,1475393,2764792,1959422,628034,2843202,3546059,3347780,448504,1264106,2440439,2620171,1471684,1790232,2159687,603550,1605469,1612859,2360067,2942308,1328727,2091106,3287916,2873915,3317366,2751378,600964,2394225,1786711,1378368,1451290,1953705,2583069,975862,2612002,832528,1551120,2655421,1385790,2409831,1630721,1353318,600030,1762259,2927819,3141904,924653,1100818,2961099,2655255,2603160,3264407,555848,1774482,3445239,2245534,3251982,2827698,1978852,2619315,1824261
2473505,382760,2901040,1792231,1762197,1754279,3429352,0,2250103,1606525,3125935,2200757,1734102,1677183,877629,2009168,1381120,2172835,1717164,2520410,1275751,832122,2394289,1471760,1479431,2793567,2423668,1608306,3026325,2889563,3905541,2806082,3799159,2435666,3126085,2036494,2092386,2630099,2135683,1542592,1261469,138395,2258613,1998956,1764854,2248039,809682,2947484,1591486,1177696,1249577,2226128,1073140,3895788,826766,1094070,3844138,3179769,3025156,480006,2064888,1693858,2362773,1173322,2034232,2395693,3183324,1214978,2538028,3048255,1653977,1237104,2599414,2694984,2737528,2787489,2273551,3943328,2123488,1711833,1272134,1994707,2128283,2663705,1600603,3227596,3151968,2000823,2678775,1895490,3674501,687879,2535318,2903201,713207,519884,1533207,3043790,2351218,1063866,809363,1958073,2502181,2369102,2940138,2390506,2114763,2329869,2642199,2408693,2455454,484298,1078424,228696,694750,3502986,1381690,3845426,2492528,4044266,2297564,1021771,2568346,2988579,3138023,2185235,830018,2080030,1408093,3732549,2320285,3530535,1696555,844929,2509793,2770878,3606920,1943341,1335210,961539,2055182,2923399,3669085,1996817,2951651,1766112,604959,2910427,961801,1648331
2585038,2301766,2795707,2813309,1413740,580557,2842858,2250103,0,1431114,2091958,578122,778073,631612,2601883,2105860,943423,1940649,819143,2425910,1042993,2743988,286965,2704311,807965,1380359,3126596,2237467,2429559,2334481,2454739,1954545,2593824,2015493,1523292,1678282,321483,385674,2778820,1942555,1034263,2189784,724468,2510186,577702,2363334,2570471,1403239,695643,1156807,2324931,381525,1922005,2256253,1981689,2191941,2496490,2046888,3366531,1813671,1732059,2475353,408262,1094038,1466174,766627,1370788,1056902,1364638,1096809,1921445,1070956,350430,3207313,532089,715734,599277,2329963,2263663,1918619,2679651,2819948,1612353,727304,720336,3012802,3309779,2746585,884708,1848204,2125662,2102749,920131,2228548,1626951,2727796,932454,2718164,1657318,1546750,1897260,2000761,1065167,691052,2246626,1240260,2673798,490812,393191,1542320,775729,2556413,2756214,2021882,1817947,2511871,1105688,2131777,1467441,2557533,889990,1411944,2580835,823922,3143946,2699965,1663745,1792724,2659394,2095840,2664404,2537839,2118995,1417719,362457,2825996,2287959,339424,969828,1485789,500065,2639064,1946043,711699,976842,678211,2026450,1118391,2344721,1620041
1268902,1413770,1596747,1396895,156034,1373691,1939307,1606525,1431114,0,1523047,992638,1578489,892194,1460883,733619,738907,701644,1601452,1183369,738723,1662188,1368663,1341485,1233835,1242817,1705993,812901,1505842,1372047,2304646,1211079,2195069,918674,1591393,476058,1532071,1762086,1353458,518416,1243780,1480406,1952612,1087103,1387080,1020498,1459505,1415239,1251419,714358,993439,1687675,690916,2323169,889849,920482,2238174,1573407,2031072,1438211,521113,1051021,1248041,881207,427838,2057820,1722908,1174374,962446,1685790,490621,1273947,1677088,1819967,1941798,1573716,1039321,2363802,899143,492321,1377282,1389051,536107,2136348,826575,1888340,2033461,1315628,1315072,484952,2091852,1064218,1126647,1350040,935785,1885938,1517742,1634570,751010,544325,851967,630673,1021851,1073488,1384653,835730,1252849,1160907,1748246,802649,1115068,1639663,1548147,1447054,916298,1914530,492299,2293351,895381,2444613,889140,650187,1305268,1816433,1919532,1286076,777893,560887,1309094,2165698,1281929,1942652,687931,989484,1793384,1555606,2001463,1345646,773486,681500,1643498,1523835,2129072,1762289,1624183,1510923,1067843,1485936,1136172,194364
