0,10578924,13999375,8231412,12948165,10069223,9465289,13576310,15919530,5558631,3136000,10874040,12698116,6174576,9287780,9129628,8502819,12205170,9679756,3041293,9335601,6954883,3869293,6043103,7353814,7693639,11411122,7042431,6194260,5258326,7263165,10504114,9659732,9868574,4202854,2784879,10037536,7989691,12066366,6192082,14150347,14256092,7597442,7081948,9052189,4646773,1364842,8540970,1704205,11306979,3682287,10152253,6486762,10181760,13552009,12153565,8530618,15806380,8772438,11351229,15263511,16046229,10010251,13761725,5524559,2656761,1344872,9885358,10499456,10084042,5982636,11068871,5175378,3527030,7488068,8575702,7403332,7553746,2867249,4725612,4745641,13411723,8519391,13569876,12474837,4860324,12838047,13958123,7940521,9576270,4787767,4598142,11760218,13580276,12873448,7376222,12592681,8994303,12481004,5604905,11658900,7400019,13041238,3174910,1764198,9382309,11298042,10771548,13734083,11959117,6730818,2993851,7894004,8963713,2198622,6497982,5982244,4304330,11292917,8976890,11510322,3400990,3299746,8487122,8234667,8383682,11535214,2123869,10307867,7537244,5129421,11957199,10777031,5599188,10076862,12363672,4202547,4559619,6161652,13914936,6017165,1800456,14397837,9971394,9707744,3983139,1584426,5614808,12703359,2894785,10109334,9708249,16283250,10229241,5170229,11035947,8330283,14305100,9335975,5501515,4950675,9613820,5421928,7732804,4788163,1772126,11296074,9356919,797624,5451818,2809703,4105878,6463570,6441430,11237444,7371697,9612616,12141398,11323238,1015642,12205758,5102487,6084523,12675791,11595054,13926416,5890846,5253250,11704247,7788960,10822112,4805345,8727331,4208448,5700761,6292227,7025581,12393599,5593450,10542883,4079323,6946848,4662917,8771357,2843078,8701763,5410065,15489850,13065560,4748112,3206125,4659743,11184312,13805833,12278005,10820624,11845359,4702256,9396357,9839466,9649674,2487729,5796580,12875084,10214200,7556938,12335777,3563348,15366640,6439097,14121207,12244982,12777792,13735430,9936093,10112373,13492481,9495180,4486388,8153328,9658638,12829052,9946630,12447788,2576434,6854974,13046370,12125716,10448731,11805979
10578924,0,14200072,4359281,8944724,1186559,2354516,6514684,7032278,5134863,9104967,13971070,2736061,4933908,11283322,3182608,10742035,13681747,7189123,8329071,2842795,5552180,7273217,4538537,3694661,5246139,2949925,7614174,7847945,8761556,7783055,9460839,2243204,6676675,12994162,13035795,11529207,10206138,8614524,11022380,8147796,5339694,11367520,5097584,12540108,8064278,9330384,2850846,11214503,10701619,13917740,2318854,11079980,6398026,13302817,5620517,10260241,7101071,8645547,7249267,5413095,6926682,12118549,8714848,8412208,13232325,11383360,13234817,12548250,7847674,4864767,3952206,6138757,10302096,3934006,9721606,3295466,3030855,8429134,7095831,7422419,14520350,9895865,7053430,2007575,13537894,10079235,14234226,2692654,13496045,15094549,9961493,6462693,6995225,4401002,4300645,8058158,6187123,1977445,13132070,1601609,5589149,8632567,8704241,10180357,11449533,7676736,11935523,5990836,7232038,6764378,11662042,3509266,6248433,9277015,13010242,4982763,13942630,6163178,7250732,14404323,11371919,7324908,8471635,4630569,2876919,1179801,12648136,618881,3322900,8240458,6347618,5955313,6990133,2802369,4267631,8248633,7222908,5135184,4302609,7606819,12117694,7851151,3907695,8980107,8751338,11854842,5101459,7154585,12552666,13240981,7727326,6769049,11226788,5544212,966336,7391964,5092487,2155151,6279872,7594779,1130368,5498597,12882321,7729876,10006573,8562463,1358208,10836972,5151358,11379450,8159021,5198717,12260946,9371679,6706532,5685335,13396338,2164007,9711997,10661482,13242061,13971324,11183293,5224661,3608262,11202106,11127701,11036992,9571276,13024500,14049785,6320561,7696280,12708689,5062445,6968757,12231386,14243886,1799159,11258824,9433513,8596140,4898368,11481530,13766389,14488747,7315179,14527395,11043432,8442885,8549713,1618811,8960434,3168719,12868788,10380709,6372012,9933920,2053481,2108668,10437200,13549622,12827360,1433664,4215520,13972486,12487252,6637444,5278191,5887678,8475998,10229924,6071360,7876832,3861354,6356094,13883775,11642376,6061899,4824517,2956599,3153578,3716998,10754876,3935883,13553344,2565071,157141,5832819
13999375,14200072,0,16446678,6087749,14968848,15606301,9676254,12452887,12297091,10996906,4090706,13479310,11421860,4711651,11107254,5503671,2060476,7052200,15093690,11411760,16410739,14802772,12989032,11775817,9606371,11798557,8004009,17647463,17528893,7725093,4808804,15655635,19330387,11564519,13770136,3967591,6055553,5920953,7923837,8266514,12130496,6506585,16093663,5322481,16498997,13100927,11767592,15700987,3549021,13981249,11897346,7625648,7807377,934214,9414867,5553896,12131251,6160661,7155640,13945774,12877332,4039414,7115753,17508318,15025937,15313491,4745034,3605340,6370274,14284868,10560419,15067299,10506338,15253409,5693136,14001205,13156497,14997981,15674057,10238582,1214934,5671822,8997765,14414754,11391162,4603484,100583,13841580,5350210,14611023,9401709,8215753,9081457,11499582,15557049,6898497,8144616,14532472,9961071,13530388,16837020,6546917,11131741,12238445,4619364,6668995,3235042,10523551,7458017,17258811,11668127,15233478,18483975,11960867,8751769,14524437,12836845,8317968,19203886,3687386,11033100,12733633,6446366,16691366,11859761,15240056,15324664,14601306,14400317,17059393,8460571,8361531,16459896,11411721,11128985,16239337,15625370,15061823,13130776,17327789,13716396,8949537,10301988,5459619,16438922,13598631,13931685,8059086,12728997,4465291,19965384,13669797,3848442,13916652,13585437,18884743,12578557,15293820,10483290,16384023,14375927,11714844,7146542,16348305,15314297,5703396,14292853,13378655,12716249,11662874,16069268,10674542,8228582,4835393,17717081,8523671,1972322,16344226,14192223,3604119,10708808,10323188,3156550,9487637,14511693,8302066,8956144,3178598,6396291,3427574,12228291,8102549,10626414,9439921,11058092,17650785,2003161,11374216,12490696,10255782,7183634,9612103,9454325,11697318,6721954,12034404,11257065,1698982,9458558,15410031,16884634,13021436,6849486,12329670,3351559,3839547,11466669,4993783,15613640,15521569,11567015,10180923,1394056,12771343,15662949,2119132,11782861,12057181,15597973,11167154,6178455,4378269,10422213,6361957,17317538,9780277,5816204,10029984,17800271,17829354,13358416,11051841,11858093,11576267,12172216,953511,12891566,14230297,8943945
8231412,4359281,16446678,0,12187085,3226651,2069682,10502411,11381341,4474810,8115278,15138905,7092935,5132926,12577446,5896025,11856121,15432056,9567121,5325639,5740123,1480751,4369887,3642514,4688308,6849162,6995233,8672492,3672372,4769753,8929701,11676218,2237516,2893824,11728897,10992020,13052766,11233622,11624965,11128049,11955140,9666401,11966091,1181225,13411879,4360239,7329869,5015935,8258441,12919601,11898990,5870886,11293929,9161469,15641853,9352430,11497631,11436603,10331839,10310412,9735446,11285084,13476756,12278017,4370753,10772610,8593822,14236525,13977616,10260651,2633256,7633723,3056034,9425925,1211431,11097886,2451419,3333708,5480719,3678797,7197381,16468038,11210521,10927021,6227621,12369201,13007772,16456828,2731429,14301960,13018991,9592215,9860571,10884226,8606400,1013631,11387887,8430884,6157752,12433669,5958113,1307466,11980584,7699785,8565622,12738647,10618974,13633120,10121640,10527609,2536568,10297982,1241158,2135058,7814299,12722974,2494484,12315073,9447408,3055023,15685353,10249488,5648202,10068388,287867,4864515,4624720,10010162,3767308,2055517,4332136,9845049,9072554,3138648,6217490,8358960,4687509,3845566,2129628,8661707,3494700,10004575,11790177,7058910,10987507,5174139,9763376,3094138,10731174,10839128,14327475,3692053,11116692,12901919,3411371,5289813,3069915,9443136,2210260,6379646,3873051,3295221,5101972,13134725,4044880,7060868,11297490,3148378,8760871,4139377,10010735,4664141,5839009,12163730,11891499,2364930,8324400,15203914,3696762,7224981,13219977,12290278,13193232,13776602,8838541,7829414,11143508,10822977,13317039,10649075,14444559,12638798,8408172,7163336,12181234,5477836,2666147,14449555,13136771,5699108,10441368,10175249,8376879,7207580,10101534,14146011,13185327,11587827,16348307,10547996,5294261,4759347,5864032,12480742,7439803,14331710,12878905,5751612,11597519,2466372,2335625,9106525,12794461,15057327,5193782,851949,15687630,11114385,10968387,1792462,10121897,11584025,13100046,10187643,10221285,1893108,10352670,14542786,10903380,1729250,1582532,7315363,6426237,7936619,9416489,4277958,15644558,6891899,4206293,9390539
12948165,8944724,6087749,12187085,0,9931977,10823930,3588749,6436620,8994172,9886793,8002484,7647552,7991063,6086282,6303134,6262058,6586580,3291051,12757458,6501914,12620052,12085098,9385814,7706115,5875595,6167363,5923373,14417200,14707945,5727561,3189443,10816199,15025590,12386737,13944179,5679490,6265211,901875,8554199,2321811,6048546,7673399,12209437,7702076,13687848,11683834,7171151,14461259,3594726,14508986,6668521,8356094,3139240,5163593,3521173,5806202,6124278,4485420,1897161,7860510,6847208,6381004,1228898,14550125,14903046,14262328,7852021,6481435,2876152,10677665,5009137,11824522,10157168,11123778,5334425,9826262,8914657,12728218,12680616,8236302,6877298,5520580,2912566,8696313,12548476,1489969,6156839,9457151,8442151,15487044,9063684,2484966,2995759,5528804,11498726,904653,4200793,8822275,11341935,7931062,12943556,462775,9780090,11437103,6178304,1721519,5505655,4438327,1714722,13708053,11769669,10953375,14321961,10761660,10429857,10925223,13741845,2800499,15204648,8085460,11148461,10431403,4700149,12466139,7324574,9815128,14841837,9459173,10191038,14162910,2635880,3118891,13223248,6210737,5235397,13574763,12695746,11423264,7101416,14095416,13468851,2986281,5192574,3695484,13928849,13259724,10471346,2020455,12981451,7673766,15877727,7618058,5171287,10641347,8154439,15062673,6502684,10521132,7774553,13411981,9433093,8601092,9230971,13440946,13650421,1747436,9428615,12613763,9402178,11618953,13412919,7298527,9599595,2331074,14003747,3960913,6255165,11094468,12691525,2730734,11921330,12049260,2998343,3765626,8551984,8973172,9433887,3621095,5980861,6810787,13381277,4393977,8768177,10736767,7659855,14063835,4547248,12902209,7146178,10504195,6679668,8384017,5113023,11697353,9522312,13470864,5276647,7116588,9770817,13043563,14165391,7513326,1074932,6511641,6614344,2726550,8819539,4700861,10712837,10670876,11054784,11723741,4975529,7543283,11549140,6879788,12278865,6005508,11900849,5079547,709138,1724012,4336084,3032567,12553585,3695144,9012769,10552923,13799026,13296363,7494516,5909603,5980454,11228310,8284650,5818560,7139582,9015812,3159235
10069223,1186559,14968848,3226651,9931977,0,1179453,7663111,8203865,4866073,8930576,14455831,3882315,4902392,11775153,3861700,11177600,14318457,7918120,7605350,3565285,4505563,6546837,4139643,3790647,5676277,4087498,7971530,6802384,7779817,8170492,10180850,1057495,5493036,12810290,12639716,12086089,10609875,9539065,11185485,9264854,6521946,11670649,4065285,12931868,7155166,8890264,3277813,10548308,11436413,13537101,3265045,11273640,7222652,14089887,6704494,10722704,8279516,9205965,8172113,6508811,8085729,12637155,9779217,7412783,12723603,10764741,13668632,13090263,8598795,4155033,4999767,5326732,10184374,2974439,10214080,2666150,2739917,7721693,6239491,7407436,15214163,10374054,8180228,3008285,13386320,10995098,14997063,2166692,13879687,14707934,9975563,7467438,8125087,5581233,3303664,9060670,6852302,2945164,13104146,2775854,4492457,9644101,8515480,9860542,11942005,8572535,12543433,7163537,8217956,5694484,11434272,2525456,5065271,8979125,13092764,4225702,13669714,7132866,6069099,14922575,11205465,6911359,9003432,3488540,3234733,1532080,12084559,567832,2563625,7278181,7377676,6874207,6025550,3722581,5427341,7379843,6379478,4279301,5454851,6579544,11692400,8994347,4783713,9636052,7885709,11432203,4469524,8212265,12241474,13697615,6540770,7893207,11821259,4918756,2152415,6226963,6264618,1022558,6307799,6673644,638595,5334869,13110005,6820454,9327821,9412797,831872,10404270,4784984,11146272,7305945,5323775,12386130,10173249,5589319,6455975,14045971,1529667,9150580,11486045,13146393,13930637,12021176,6272922,4618217,11323023,11180170,11791521,9978275,13568418,13837194,6942708,7605398,12722322,5107996,5872298,12979726,14116179,2857883,11173534,9744312,8619834,5537922,11246814,14037687,14309678,8501714,15188362,11042470,7684275,7623669,2794033,10015988,4354139,13422750,11186876,6199573,10508979,868603,925870,10198741,13510835,13583164,2405761,3192710,14602071,12268049,7817669,4335727,7072614,9424835,11131937,7241942,8609122,2705416,7505706,14231489,11584242,4904721,3642069,4109277,4039134,4897648,10519917,3840267,14278141,3750245,1050123,6873255
9465289,2354516,15606301,2069682,10823930,1179453,0,8748510,9382024,4646113,8679777,14804559,5061566,4923281,12150243,4585088,11502293,14822391,8570212,6815690,4339699,3422762,5772616,3828129,4016244,6101164,5178662,8265146,5701696,6731880,8489386,10797977,200053,4369495,12504250,12125397,12523663,10909081,10367867,11239767,10305658,7694197,11858894,3005781,13197437,6182193,8371437,3842075,9784786,12058159,13031714,4220541,11357287,7976427,14750264,7719002,11078783,9454890,9676574,9010279,7675499,9265180,13032072,10756320,6350625,12098288,10046190,13971012,13505483,9263314,3483052,5994901,4487825,9971479,2055190,10605470,2251686,2714522,6947092,5332783,7348514,15772525,10749517,9236412,4160664,13107750,11805819,15628184,1997614,14130268,14189735,9896929,8394180,9185247,6720201,2312245,9973767,7462346,4088984,12950364,3952106,3359338,10563574,8257640,9449523,12316295,9379973,13028935,8285818,9119476,4578010,11097127,1609285,3895638,8602992,13048802,3492790,13269285,8027737,4896605,15302578,10931752,6458971,9448882,2321971,3746647,2565180,11410024,1741057,1988714,6251958,8330997,7722781,5008842,4640855,6535167,6444960,5484108,3424422,6634176,5496681,11156793,10069389,5632639,10195169,6948874,10901494,3871279,9189254,11814084,14022742,5389914,9067164,12298647,4305463,3314064,5047597,7442480,312756,6324463,5693702,1430856,5199066,13210392,5850727,8562796,10167191,1396627,9873657,4465685,10806724,6387774,5475914,12390676,10872198,4434078,7172148,14564585,1871556,8505357,12199087,12925062,13757915,12744846,7254144,5759991,11333900,11124607,12430868,10288274,13982392,13495079,7510528,7465546,12613003,5193626,4732202,13605501,13855996,3907298,10980997,9962700,8572849,6157875,10904677,14174709,13997478,9662265,15712906,10935336,6857696,6629780,3935694,10982200,5508110,13847813,11882987,6018564,10978845,419439,266023,9864925,13343087,14213439,3421288,2171243,15097232,11931573,8991793,3374970,8221835,10279495,11927388,8360535,9255139,1738005,8593128,14443699,11414337,3727293,2535916,5288718,4918881,6038859,10185642,3875036,14872892,4918611,2209790,7841257
13576310,6514684,9676254,10502411,3588749,7663111,8748510,0,3051572,8559368,10852205,11234991,4503298,7649790,8947475,4962145,8869582,10047859,4719877,12561789,4962841,11311543,11681792,8624363,6829890,5882756,3576030,7218595,13420803,13998698,7147806,6082611,8681965,13116948,14090818,15184863,8737046,8656458,3906471,10640335,1763978,2469570,10133801,10856798,10571425,13064327,12218824,5849559,14841960,6902265,15894430,4636543,10519253,3761653,8750724,1425600,8343830,2782139,6624741,3175754,4273561,3411108,9455771,2712133,13750559,15909421,14775232,10906307,9667407,4863304,9727833,2925596,11044053,11515129,9657131,7769416,8470989,7629345,12582192,12009085,8937917,10436800,7981686,708657,5660940,14398568,5074379,9744783,7945165,11426626,16987456,10596041,2143801,624693,2279925,10059124,2815822,4820791,5791035,13403465,5134841,11520892,3131491,10615240,12375407,9075368,3611282,8742283,857776,2547855,12510795,13170304,9363665,12574533,11547394,12710460,9951893,15374962,2489914,13544204,11412746,12625148,10536130,6698520,10790152,6037273,7096499,15648114,7114443,8755476,13438145,1852584,2951834,12314591,4338078,2254791,13068521,12071441,10359578,3620693,13120784,14517895,1340516,3822700,6206060,13504639,14275841,9673288,1695706,14343988,10774827,14109663,4115742,8255683,9974555,5579102,13555662,2934731,8483689,8074810,12691068,7323261,8398578,11802656,12766358,13827952,4497933,7408188,13445754,8886842,12958962,12926630,7175224,11849963,5421928,12652909,4056476,9716668,8496425,13064384,6231233,13852370,14197907,6564480,1997878,5157592,11010315,11313151,7032103,8179013,10058175,15162368,5124155,9457046,12823144,7424879,12811461,8068984,14894781,4843392,12126611,8635299,9545303,4806275,13052192,12308769,15378969,2106192,10647423,11522598,12799084,13571140,4905402,2998620,3497782,9863492,6141892,8940642,7399349,8522707,8537540,12204738,13820829,8535024,5338426,10054315,10348408,13831273,2540982,10737918,1490924,3598316,5303698,751940,5016747,10367019,160485,11970250,12304400,12221962,11281657,4304945,4217729,2908173,12448417,7462522,9375797,4177697,6629312,1806693
15919530,7032278,12452887,11381341,6436620,8203865,9382024,3051572,0,10553235,13429449,14268031,4340235,9775864,11998735,6835045,11908066,13005878,7703279,14475205,6687972,12475102,13501363,10403069,8717164,8362588,4690604,10047382,14731363,15505157,10012152,9129276,9257397,13614087,16877683,17778271,11783589,11673409,6894571,13580658,4186501,1758171,13147967,12011674,13621490,14670639,14555578,7567613,17021347,9903921,18537700,6013290,13477717,6690027,11548820,4153609,11379225,328670,9637653,6224775,2285160,442078,12502587,5337609,15199457,18386029,17028186,13956050,12703885,7899264,11284476,4852488,12638223,14225563,10801612,10799554,9818286,9124092,14525682,13629569,11482218,13305531,11012551,3593859,5407879,17229759,7915114,12529359,9215698,14478183,19663707,13386632,5156793,3519473,3078597,11195441,5777762,7631521,5517508,16306961,5431015,12572636,5975613,13145955,14896673,12126915,6662656,11768188,2426439,5598096,13700976,15862582,10422841,13262911,14025043,15673175,11474618,18120831,5436185,14269033,14426105,15355382,12716109,9691348,11656817,7749600,7119482,18032995,7641199,10007168,14955500,4855381,5832768,13745009,5944582,3561115,14756849,13722245,11784540,2784702,14461834,17039478,3503873,5955627,9253730,15231725,16787453,11343903,4723019,17001223,13821834,14703788,1273600,11298983,11715388,6091529,14424224,1939809,9186505,10494095,14243647,8091213,10540089,14822938,14349079,15920855,7535366,8260399,15891335,10805251,15632139,14634562,9461584,14813241,8445161,13704921,6812620,12673982,8513728,15289883,9155926,16714372,17117506,9431014,4586691,4127904,13934483,14192640,10003504,11174418,13086140,17962643,7935263,11971696,15738845,9630004,13940273,10982662,17764918,5879278,14915747,11579202,12240852,7293655,15729260,15351399,18218702,1214812,13553098,14362462,14672071,15177532,5542263,5603839,4004114,12890636,9105466,11217312,10448978,9051936,9129435,14819448,16729989,11406928,6360341,11142202,13302633,16568630,567391,12058741,1864339,6575383,8153312,2478450,8048897,10731063,3022225,15021623,15131707,13092871,11771600,4107168,6008702,3622479,15085498,9312352,12249676,4493081,7181927,4670772
5558631,5134863,12297091,4474810,8994172,4866073,4646113,8559368,10553235,0,4069003,10685785,7139857,1003109,8172011,3724217,7425508,11103179,5878409,4002504,3870051,4132420,3156428,852667,1841135,3120503,5926780,4327916,5499013,5713879,4600442,7683386,4805638,7214538,7944222,7907967,8697850,6797203,8248192,6697255,9522024,8836806,7491567,3857461,8940832,4697794,4248845,3020340,6483117,8863655,8785301,4632360,6846754,5865905,11558753,7156296,7099724,10476995,6139212,7129736,9728181,10635009,9071782,9457915,5562496,8180537,6534467,9771114,9581865,6516392,2004852,5781649,2871768,5340780,3285072,6749146,2401792,2141197,4026401,3687051,2757753,12190507,6840064,8719174,6950884,8523001,9449425,12295512,2724639,9827358,9962413,5264857,7123109,8708541,7475407,3477033,8368820,4818073,6966213,8305957,6106490,4581557,8923394,3651630,5046411,8329489,7282171,9320759,8543647,7571528,4974983,6572366,3464124,6306775,4146216,8421300,2236260,8827145,6644456,6939487,11244229,6341587,2258907,5850848,4661718,2851705,6193670,7673509,4970547,2726099,5169191,7235474,6152050,4291097,4617071,7003117,4612866,3702345,2772252,8388609,5173874,7004555,9602307,4751782,6917723,5006630,6741236,1634683,8097341,7422121,9869613,7718542,10804309,8599646,1678029,5498764,6590158,8837928,4413344,1918293,4419838,4307760,628527,8697431,4446788,5367624,7705351,4063031,5734790,426489,6285416,4457261,1725764,7793926,8085355,5420006,5081260,10897776,6315792,4799199,9361735,8302180,9117600,9915283,6575354,8371881,6749243,6497896,9279066,6233665,10040583,8973858,4676811,2822776,7968038,1344580,5363401,10337183,9257606,4989453,6343838,5713539,3970207,3973139,6386472,9696570,9443605,10277329,12028446,6292093,4242256,5182573,5625719,9587009,6764493,9939054,8997426,1372842,7332879,4917955,4740209,5338224,8701353,10933239,4655893,3624992,11344051,7404998,10019009,3311597,8835139,8306695,9486002,8565139,6430742,5936079,8447604,10070561,6771650,5562842,6033529,7273254,4549123,6986921,5658843,1297528,11440541,6575345,5020229,6939623
